communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
276,92,2024-11-23 04:55:33,Social Media,Complaint,Incorrect personal details on file,Neutral,Acknowledged,276.0
277,93,2024-08-21 17:10:32,Chatbot,Call Log,Verification of updated contact details,Positive,Pending Info,281.0
278,93,2024-12-27 06:54:25,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,
279,93,2023-08-24 14:41:44,In-Person,Complaint,Long wait time on phone support,Neutral,Escalated,278.0
280,93,2024-08-18 22:35:55,Chatbot,Complaint,Long wait time on phone support,Neutral,Acknowledged,
281,94,2024-05-28 08:52:12,Chatbot,Complaint,Incorrect personal details on file,Negative,Acknowledged,282.0
282,94,2023-04-14 08:40:31,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,282.0
283,95,2024-03-24 11:14:46,Email,Feedback,Request for better mobile app experience,Positive,Resolved,
284,96,2023-11-10 21:58:30,Phone,Call Log,Question regarding renewal process,Positive,Pending Info,
285,96,2023-12-17 08:40:38,Email,Complaint,Incorrect personal details on file,Neutral,Pending Info,285.0
286,96,2023-08-24 13:07:02,In-Person,Complaint,Policy cancellation issue,Neutral,Pending Info,284.0
287,96,2025-01-17 01:34:55,Chatbot,Complaint,Long wait time on phone support,Negative,Escalated,286.0
288,97,2023-07-15 17:50:40,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Resolved,291.0
289,97,2024-05-29 17:09:37,Email,Feedback,Concern about premium increase,Negative,Escalated,
290,98,2024-11-09 13:02:44,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,293.0
291,98,2023-05-30 03:01:58,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,
292,98,2023-09-22 18:04:01,Chatbot,Complaint,Long wait time on phone support,Negative,Escalated,293.0
293,98,2023-08-18 18:34:42,Chatbot,Call Log,Question regarding renewal process,Neutral,Escalated,296.0
294,99,2024-08-26 04:57:03,Phone,Feedback,Request for better mobile app experience,Negative,Acknowledged,
295,99,2025-02-02 02:50:20,Chatbot,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
296,100,2023-05-04 01:44:43,In-Person,Feedback,Concern about premium increase,Positive,Resolved,
297,100,2023-06-26 18:10:19,Phone,Complaint,Incorrect personal details on file,Negative,Acknowledged,
298,100,2024-07-29 21:00:34,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
299,100,2023-05-30 20:33:49,Social Media,Complaint,Billing error in latest statement,Negative,Resolved,
300,100,2025-03-03 06:00:12,Email,Complaint,Long wait time on phone support,Negative,Resolved,
301,101,2023-07-06 14:33:03,Social Media,Call Log,General inquiry about policy coverage,Negative,Pending Info,301.0
302,101,2024-05-20 21:00:07,Phone,Call Log,Follow-up call on a pending claim,Positive,Resolved,303.0
303,101,2024-02-28 20:09:42,Social Media,Call Log,Question regarding renewal process,Positive,Acknowledged,301.0
304,101,2023-08-02 10:10:05,Social Media,Call Log,Verification of updated contact details,Neutral,Escalated,
305,102,2023-11-09 09:40:52,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,306.0
306,103,2023-04-21 12:14:58,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,307.0
307,104,2023-03-21 09:41:28,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Pending Info,
308,104,2023-04-01 06:21:33,Social Media,Complaint,Unsatisfactory claim process,Neutral,Pending Info,
309,104,2024-07-08 01:16:10,Email,Call Log,General inquiry about policy coverage,Negative,Acknowledged,312.0
310,104,2025-03-08 11:49:51,Email,Feedback,Request for better mobile app experience,Positive,Acknowledged,
311,104,2025-03-15 11:30:52,In-Person,Complaint,Policy cancellation issue,Negative,Resolved,311.0
312,105,2024-11-03 15:06:53,In-Person,Complaint,Unsatisfactory claim process,Neutral,Acknowledged,
313,105,2025-03-10 12:12:14,Email,Feedback,Suggestion for new policy feature,Positive,Pending Info,
314,105,2024-04-17 18:50:56,Email,Complaint,Policy cancellation issue,Neutral,Resolved,
315,106,2024-01-18 07:15:54,Social Media,Call Log,Question regarding renewal process,Neutral,Acknowledged,316.0
316,106,2024-03-31 13:48:02,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Acknowledged,
317,106,2024-05-12 06:10:22,Phone,Call Log,Verification of updated contact details,Neutral,Escalated,317.0
318,107,2024-05-20 14:32:52,Social Media,Feedback,Request for better mobile app experience,Neutral,Pending Info,
319,107,2024-09-25 13:26:16,Chatbot,Complaint,Billing error in latest statement,Neutral,Escalated,
320,107,2024-06-13 02:02:27,Chatbot,Complaint,Long wait time on phone support,Negative,Pending Info,318.0
321,108,2025-01-06 09:26:40,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Escalated,319.0
322,109,2024-11-30 22:03:44,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,
323,110,2023-08-03 14:34:05,Phone,Call Log,Verification of updated contact details,Neutral,Acknowledged,328.0
324,110,2024-04-09 21:26:18,Phone,Call Log,General inquiry about policy coverage,Positive,Resolved,329.0
325,110,2024-07-27 03:52:17,Phone,Complaint,Policy cancellation issue,Neutral,Acknowledged,328.0
326,110,2024-06-14 03:40:28,Phone,Complaint,Long wait time on phone support,Neutral,Pending Info,329.0
327,110,2024-02-26 08:17:35,In-Person,Complaint,Policy cancellation issue,Neutral,Resolved,327.0
328,111,2024-12-04 01:33:07,In-Person,Complaint,Billing error in latest statement,Negative,Escalated,331.0
329,112,2024-08-01 15:55:34,Email,Feedback,Overall positive feedback on service,Positive,Pending Info,
330,112,2024-09-11 04:05:33,Phone,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
331,112,2023-10-08 02:30:07,Email,Complaint,Unsatisfactory claim process,Negative,Resolved,333.0
332,112,2024-02-18 13:09:25,Email,Call Log,Verification of updated contact details,Positive,Acknowledged,333.0
333,112,2024-11-16 21:39:41,Chatbot,Complaint,Unsatisfactory claim process,Negative,Pending Info,334.0
334,113,2023-11-01 10:34:42,Email,Feedback,Concern about premium increase,Negative,Pending Info,
335,113,2023-09-30 09:35:20,Email,Complaint,Policy cancellation issue,Negative,Acknowledged,
336,113,2024-09-16 09:27:20,Email,Call Log,Inquiry about adding a family member to the policy,Positive,Pending Info,
337,113,2023-11-11 11:20:10,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
338,114,2024-08-22 14:47:56,In-Person,Complaint,Unsatisfactory claim process,Negative,Pending Info,
339,115,2023-08-15 09:15:43,Email,Call Log,General inquiry about policy coverage,Positive,Acknowledged,
340,115,2024-03-12 20:56:50,Social Media,Complaint,Billing error in latest statement,Negative,Pending Info,
341,115,2024-02-01 21:22:44,Social Media,Call Log,Question regarding renewal process,Neutral,Pending Info,
342,116,2024-09-08 11:03:57,Social Media,Complaint,Billing error in latest statement,Negative,Resolved,
343,116,2024-09-05 13:14:33,Social Media,Complaint,Billing error in latest statement,Negative,Acknowledged,
344,116,2023-11-17 06:43:41,In-Person,Feedback,Concern about premium increase,Positive,Resolved,
345,116,2024-07-26 20:26:03,In-Person,Feedback,Request for better mobile app experience,Negative,Acknowledged,
346,116,2023-06-02 05:57:40,Phone,Feedback,Request for better mobile app experience,Neutral,Pending Info,
347,117,2024-04-28 14:19:16,Social Media,Feedback,Suggestion for new policy feature,Neutral,Escalated,
348,118,2024-10-14 22:36:41,Phone,Call Log,Question regarding renewal process,Negative,Escalated,346.0
349,118,2024-06-28 04:18:28,Social Media,Feedback,Concern about premium increase,Positive,Acknowledged,
350,118,2025-03-11 07:42:23,Social Media,Complaint,Policy cancellation issue,Neutral,Pending Info,349.0
351,119,2025-03-06 12:58:40,In-Person,Feedback,Overall positive feedback on service,Positive,Acknowledged,
352,119,2023-11-23 08:02:38,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Acknowledged,
353,119,2024-03-26 13:00:11,In-Person,Feedback,Request for better mobile app experience,Negative,Resolved,
354,120,2023-09-02 21:43:57,Social Media,Call Log,Question regarding renewal process,Positive,Escalated,
355,120,2024-11-14 01:11:08,Email,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
356,120,2024-11-06 11:49:10,Chatbot,Complaint,Unsatisfactory claim process,Neutral,Escalated,354.0
357,120,2024-04-15 13:48:40,Email,Call Log,Question regarding renewal process,Neutral,Resolved,353.0
358,120,2024-05-09 00:25:15,Chatbot,Feedback,Concern about premium increase,Positive,Pending Info,
359,121,2024-06-29 11:09:48,Phone,Call Log,Verification of updated contact details,Negative,Escalated,358.0
360,122,2025-01-12 05:51:57,Chatbot,Complaint,Incorrect personal details on file,Negative,Escalated,359.0
361,122,2024-07-25 23:07:45,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,
362,122,2025-01-27 14:42:06,Chatbot,Call Log,Follow-up call on a pending claim,Negative,Escalated,
363,123,2024-05-03 23:12:44,In-Person,Feedback,Request for better mobile app experience,Positive,Acknowledged,
364,123,2024-09-27 14:49:59,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Resolved,
365,123,2025-03-09 01:52:47,In-Person,Complaint,Incorrect personal details on file,Neutral,Resolved,
366,123,2024-03-18 09:40:20,Email,Feedback,Overall positive feedback on service,Positive,Escalated,
367,124,2023-07-02 17:51:37,Social Media,Feedback,Concern about premium increase,Neutral,Acknowledged,
368,124,2023-07-05 10:13:39,Email,Call Log,Follow-up call on a pending claim,Negative,Acknowledged,365.0
369,124,2024-02-20 10:52:48,In-Person,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
370,125,2024-07-16 09:32:03,In-Person,Complaint,Long wait time on phone support,Neutral,Acknowledged,366.0
371,125,2024-02-04 20:02:53,In-Person,Feedback,Suggestion for new policy feature,Negative,Acknowledged,
372,125,2024-09-12 00:23:46,In-Person,Complaint,Long wait time on phone support,Negative,Acknowledged,
373,125,2025-03-10 15:15:41,In-Person,Feedback,Suggestion for new policy feature,Neutral,Resolved,
374,126,2024-12-28 11:22:53,Email,Complaint,Unsatisfactory claim process,Neutral,Escalated,370.0
375,126,2024-05-03 08:17:05,Email,Complaint,Incorrect personal details on file,Neutral,Pending Info,
376,126,2025-03-13 17:05:13,Social Media,Call Log,Verification of updated contact details,Neutral,Resolved,
377,127,2023-08-20 00:03:15,Email,Feedback,Concern about premium increase,Positive,Resolved,
378,128,2024-08-14 07:05:30,In-Person,Feedback,Concern about premium increase,Neutral,Acknowledged,
379,128,2023-04-19 20:47:39,Email,Complaint,Unsatisfactory claim process,Negative,Acknowledged,378.0
380,128,2024-12-19 20:35:29,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
381,128,2023-06-26 05:54:12,Social Media,Complaint,Long wait time on phone support,Negative,Acknowledged,
382,128,2024-01-07 01:43:21,Email,Feedback,Overall positive feedback on service,Neutral,Resolved,
383,129,2023-05-12 18:00:32,In-Person,Call Log,General inquiry about policy coverage,Neutral,Escalated,382.0
384,130,2024-11-22 21:30:36,Chatbot,Complaint,Incorrect personal details on file,Neutral,Pending Info,
385,131,2024-10-29 18:45:54,Email,Complaint,Long wait time on phone support,Negative,Escalated,391.0
386,131,2023-10-27 06:50:57,In-Person,Call Log,Question regarding renewal process,Positive,Resolved,
387,132,2023-08-26 17:50:48,Phone,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
388,132,2023-07-22 05:26:38,Email,Call Log,General inquiry about policy coverage,Neutral,Escalated,397.0
389,132,2024-05-02 19:02:02,Email,Complaint,Policy cancellation issue,Negative,Resolved,397.0
390,132,2024-12-11 03:53:17,Phone,Call Log,Question regarding renewal process,Negative,Pending Info,
391,133,2023-04-16 22:45:48,Email,Feedback,Request for better mobile app experience,Neutral,Pending Info,
392,133,2024-08-23 13:44:35,In-Person,Complaint,Billing error in latest statement,Negative,Resolved,
393,133,2024-08-22 20:52:30,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,
394,134,2023-05-22 01:47:56,Social Media,Call Log,Verification of updated contact details,Negative,Pending Info,399.0
395,134,2024-12-29 12:47:12,Chatbot,Feedback,Request for better mobile app experience,Neutral,Acknowledged,
396,134,2023-10-16 03:20:04,Social Media,Complaint,Incorrect personal details on file,Negative,Pending Info,400.0
397,135,2023-08-20 07:44:25,In-Person,Feedback,Overall positive feedback on service,Negative,Acknowledged,
398,136,2024-01-15 18:37:36,Phone,Complaint,Billing error in latest statement,Neutral,Acknowledged,405.0
399,136,2024-11-13 16:44:21,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
400,136,2024-03-14 04:22:24,Phone,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
401,136,2024-04-28 05:55:22,In-Person,Complaint,Unsatisfactory claim process,Neutral,Escalated,
402,137,2023-12-21 14:47:18,Phone,Complaint,Long wait time on phone support,Negative,Pending Info,408.0
403,137,2024-07-08 17:04:54,Social Media,Complaint,Policy cancellation issue,Negative,Acknowledged,410.0
404,137,2024-02-25 23:49:40,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,409.0
405,137,2023-10-11 02:12:43,Phone,Complaint,Policy cancellation issue,Negative,Pending Info,
406,137,2023-04-19 11:41:09,Social Media,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
407,138,2024-02-17 03:47:57,Social Media,Complaint,Incorrect personal details on file,Negative,Resolved,413.0
408,138,2024-09-30 03:05:23,Email,Call Log,Question regarding renewal process,Positive,Acknowledged,
409,138,2024-02-03 00:40:29,In-Person,Complaint,Unsatisfactory claim process,Neutral,Pending Info,411.0
410,138,2023-05-11 13:50:26,Chatbot,Feedback,Concern about premium increase,Neutral,Pending Info,
411,139,2024-05-20 16:36:00,Social Media,Feedback,Suggestion for new policy feature,Negative,Escalated,
412,139,2024-09-04 16:29:22,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Resolved,
413,139,2023-12-05 03:57:06,Phone,Feedback,Concern about premium increase,Positive,Pending Info,
414,140,2023-06-27 15:16:15,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,424.0
415,141,2024-08-06 04:18:22,In-Person,Complaint,Policy cancellation issue,Negative,Resolved,
416,141,2024-12-14 12:09:35,Social Media,Complaint,Incorrect personal details on file,Negative,Pending Info,
417,141,2024-06-30 13:13:53,Email,Complaint,Incorrect personal details on file,Negative,Pending Info,
418,142,2023-07-31 18:31:26,Email,Feedback,Suggestion for new policy feature,Neutral,Escalated,
419,142,2023-04-17 09:32:04,Social Media,Complaint,Billing error in latest statement,Negative,Escalated,431.0
420,143,2023-10-17 23:26:09,Phone,Complaint,Billing error in latest statement,Neutral,Resolved,437.0
421,143,2023-12-27 03:31:32,Social Media,Complaint,Billing error in latest statement,Negative,Escalated,438.0
422,143,2023-03-26 02:45:25,Chatbot,Call Log,Question regarding renewal process,Neutral,Pending Info,437.0
423,144,2023-07-07 23:11:02,In-Person,Complaint,Unsatisfactory claim process,Negative,Escalated,439.0
424,145,2023-08-26 21:15:41,Email,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
425,146,2025-01-05 18:16:45,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,447.0
426,147,2024-06-12 13:13:28,Phone,Complaint,Unsatisfactory claim process,Negative,Escalated,
427,147,2024-09-20 20:40:59,Phone,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
428,147,2023-05-26 18:15:08,Social Media,Feedback,Request for better mobile app experience,Neutral,Escalated,
429,148,2024-02-18 12:17:40,Email,Complaint,Unsatisfactory claim process,Negative,Resolved,
430,148,2024-05-15 02:19:57,In-Person,Call Log,Verification of updated contact details,Negative,Acknowledged,
